_n,IFEval,BBH,MATH Lvl 5,GPQA,MUSR,MMLU-PRO,ARC,HellaSwag,MMLU,TruthfulQA,Winogrande,GSM8K,arena_chinese,arena_coding,arena_creative_writing,arena_english,arena_exclude_ties,arena_expert,arena_french,arena_german,arena_hard_prompts,arena_hard_prompts_english,arena_industry_business_and_management_and_financial_operations,arena_industry_entertainment_and_sports_and_media,arena_industry_legal_and_government,arena_industry_life_and_physical_and_social_science,arena_industry_mathematical,arena_industry_medicine_and_healthcare,arena_industry_software_and_it_services,arena_industry_writing_and_literature_and_language,arena_instruction_following,arena_japanese,arena_korean,arena_longer_query,arena_math,arena_multi_turn,arena_overall,arena_russian,arena_spanish,oe_aime2026_score,oe_evasionBench_score,oe_gpqa_score,oe_gsm8k_score,oe_hle_score,oe_hmmt2026_score,oe_mmluPro_score,oe_olmOcr_score,oe_swePro_score,oe_sweVerified_score,oe_terminalBench_score,oe_aggregate_score,alpaca_winrate,alpaca_lc_winrate
0hero/matter027bdpo,33.02792147058693,10.055525080241036,1.4350453172205435,1.230425055928408,5.871874999999999,1.8173758865248213,63.31058020477816,83.16072495518821,62.89652043503271,50.300820385233294,80.26835043409629,56.93707354056103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yi1534b,28.411725333226947,42.74936268839652,15.332326283987916,15.436241610738255,11.217187500000003,40.732121749408975,65.78498293515358,86.10834495120494,77.9957192730956,53.84452997155903,84.0568271507498,73.23730098559514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yi1534bchat,60.66758423205982,44.262825981005655,27.7190332326284,15.324384787472036,13.058072916666664,39.11606087470449,70.4778156996587,85.96893049193388,77.08283992203879,62.15770288656476,81.61010260457773,71.64518574677786,1273.569202565713,1246.2094970563548,1159.426797319421,1248.9619025372176,1098.2840722379897,1216.7841329183389,1211.7124062619198,1156.02759448197,1224.0816963091363,1239.8230920970163,1197.312522124126,1152.0613584118648,1252.3971892278364,1231.784914225262,1221.1590512430462,1228.8310415994736,1237.7364164086166,1174.0618883606785,1185.2265037146535,1075.4899014279754,1079.3816464118347,1201.515316219038,1212.1090443022758,1188.5283493087586,1212.4102722374714,1136.643739918835,1167.0480375050925,,,,,,,,,,,,,,
yi1534bchat16k,45.6449997118756,44.53615654671034,21.37462235649547,11.74496644295302,13.73671875,39.38386524822696,68.08873720136519,86.5166301533559,78.00358753548458,57.61262516867735,83.26756116811366,67.93025018953753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yi156b,26.166017278598567,22.027904536694773,6.646525679758309,8.501118568232664,13.309114583333336,23.823507683215126,57.25255972696246,77.92272455686118,64.72689535017567,44.01764913300537,75.13812154696133,50.34116755117514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yi156bchat,51.45270105542184,23.67872313235784,16.238670694864048,6.935123042505594,14.030468750000002,24.368351063829788,60.665529010238906,78.86875124477196,64.24095801586486,52.57270462628132,73.55958958168904,67.09628506444277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yi159b,29.35843561749492,30.50071699492122,11.404833836858003,17.225950782997764,12.030989583333332,32.402482269503544,61.86006825938567,80.37243576976698,70.73451954519469,46.74286312358864,77.97947908445147,62.69901440485216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yi159bchat,60.455258713546726,36.95293138417893,22.58308157099698,11.297539149888143,12.838281249999996,33.05814125295508,63.651877133105806,80.94005178251345,71.01349610420871,52.66590047794028,77.1902131018153,71.87263078089462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yi159bchat16k,42.14040966856828,31.49760894701832,17.82477341389728,7.829977628635347,10.03828125,33.261303191489354,64.3344709897611,80.91017725552678,70.95946328062593,51.01756398724204,74.9802683504341,59.66641394996209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yi34b,30.45751938190668,35.542431259008794,5.13595166163142,15.548098434004473,9.648437500000004,37.90632387706855,64.59044368600682,85.69010157339176,76.35156727391681,56.23083932983032,83.03078137332281,50.644427596664144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yi34b200k,15.424850507763844,36.02211028900003,5.740181268882175,14.205816554809845,9.414843749999998,39.27304964539008,65.78498293515358,82.05536745668194,75.56180045111563,42.60214587740499,82.87292817679558,34.874905231235786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yi34bchat,46.98887839820566,37.623987597243485,6.268882175226587,11.74496644295302,8.363802083333338,34.369459219858165,65.10238907849829,84.07687711611233,74.86694971720243,55.411590107853335,79.7947908445146,19.787717968157693,1250.3433820240512,1203.0961922749784,1153.2762372109164,1208.9023309184715,1052.5057053339208,1150.663315998608,1159.271425951326,1103.3535161037244,1182.167635150092,1195.656551186551,1172.4078208779017,1158.4297498602552,1222.61876450723,1215.1687372678723,1157.7656890170726,1203.7726115871592,1204.2702809365674,1162.3118678923274,1148.4898188781672,1049.740658791793,1041.0129246387564,1168.1704862892468,1149.6736940798323,1160.2450021630852,1182.7055911973048,1109.2346573341242,1129.4276574465343,,,,,,,,,,,,,94.08468244084682,76.35646640775717
yi6b,28.93378458046871,19.408504737915056,1.5861027190332326,2.572706935123044,7.044270833333335,22.12433510638298,55.54607508532423,76.41904003186616,63.84606128348609,41.8637665368342,73.79636937647987,12.661106899166036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yi6b200k,8.433068702154728,20.148020103768047,1.812688821752266,4.250559284116329,16.842447916666668,20.489804964539008,53.7542662116041,75.57259510057757,64.64867451074461,41.56353427419322,73.63851617995265,31.387414708112203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yi9b,27.08779372066118,27.62695611207793,5.589123867069486,9.060402684563762,8.909114583333334,28.59781323877068,61.17747440273038,78.81896036646087,70.06330822380845,42.448173501507824,77.50591949486977,48.9764973464746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yi9b200k,23.270921155866432,26.49249509714754,6.646525679758309,8.7248322147651,12.109114583333332,29.1334219858156,58.02047781569966,78.57996415056762,70.34013960436471,40.629087761155006,76.47987371744279,47.61182714177407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152334h/miqu170bsf,51.81740005407873,43.807147003691966,12.462235649546828,13.422818791946312,17.209374999999998,35.865469858156025,73.03754266211604,88.60784704242182,75.49241448491702,69.38141094300269,85.31965272296765,67.70280515542078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4season/finalmodeltestv2,31.9113286080932,47.410670136906425,8.38368580060423,10.290827740492167,12.430989583333334,28.08990839243498,77.73037542662115,90.85839474208323,67.85937998728824,79.15511171320915,86.26677190213103,66.94465504169825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abacusresearch/jallabi34b,35.28604103777975,43.61576498719506,5.211480362537765,11.85682326621924,20.23880208333333,40.90757978723404,66.04095563139933,83.80800637323243,76.39895778013425,51.4638994041072,81.45224940805052,65.20090978013646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azure99/blossomv532b,52.3544196066437,42.883055884713976,18.65558912386707,8.165548098434002,8.350000000000001,35.93934692671394,63.82252559726962,83.53913563035252,74.27133632678286,58.2411283755993,81.68902920284135,70.65959059893859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azure99/blossomv5llama38b,43.4293230849701,18.306535405618444,5.13595166163142,2.0134228187919474,5.3109375000000005,13.397606382978722,56.8259385665529,83.05118502290381,65.48403336699266,57.12054383937213,78.37411207576953,44.4275966641395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azure99/blossomv5134b,56.96562897556262,44.14770458838461,25.90634441087613,7.941834451901568,7.298958333333334,39.53161938534279,67.57679180887372,85.82951603266281,78.04983188277505,61.84494040730718,83.42541436464089,65.57998483699772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beespokedata/metallama38bee,19.506575885317623,24.19903269979749,4.833836858006042,8.501118568232664,6.242447916666666,24.66385933806146,58.61774744027304,81.47779326827326,66.0129517443997,42.896417720277256,77.1112865035517,39.8786959818044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beespokedata/smolllama101mgqa,13.843712460715349,3.1980040943527936,0.6042296072507553,1.0067114093959737,4.275520833333334,1.1894208037825047,23.549488054607508,28.76916948814977,24.24182455884292,45.7575305625404,50.67087608524072,0.8339651250947688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beespokedata/smolllama220mgqa,23.860468002677344,3.03784275772053,1.0574018126888218,0.7829977628635317,9.067708333333334,1.6603871158392434,24.82935153583617,29.76498705437164,25.84974776073331,44.553738237393866,50.98658247829518,0.6823351023502654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beespokedata/smolllama220mopenhermes,15.552290145702292,3.107692077087363,1.0574018126888218,2.348993288590602,6.224479166666669,1.337174940898345,25.170648464163826,28.978291177056363,26.174347426387275,43.08131121933828,52.01262825572218,0.6065200909780136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ba2han/llamaphi3dora,51.30531434371911,37.24916418079274,12.16012084592145,10.17897091722595,9.532552083333336,32.393247635933804,62.28668941979522,79.07787293367855,69.44258842881598,54.08182044688717,73.4017363851618,68.00606520090979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bramvanroy/geitje7bultra,37.23442687624392,12.879913010035898,1.5861027190332326,1.6778523489932915,1.5223958333333336,11.236702127659573,45.47781569965871,75.50288787094205,50.15628346204859,53.35711894508678,71.74427782162589,19.40864291129644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
causallm/14b,27.882130524785342,24.780942674518663,7.552870090634441,7.046979865771815,11.468229166666667,24.682328605200944,56.655290102389074,79.07787293367855,65.86320847049085,47.747784091321385,74.90134175217048,58.605003790750565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
causallm/34bbeta,30.43247472262486,36.677226262739055,4.833836858006042,12.863534675615217,6.924739583333334,48.05518617021277,70.56313993174061,84.19637522405895,85.60240455524627,58.37785963295662,81.29439621152328,58.22592873388931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
changgil/k2s3v01,32.76561745058666,24.559557672503782,4.607250755287009,1.9015659955257265,7.842447916666667,17.359264184397162,60.32423208191127,79.64548894642502,59.30431516494556,47.814614221679655,76.08524072612471,61.713419257012895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cohereforai/aya238b,46.98887839820566,20.20376064673937,1.6616314199395772,4.586129753914992,8.424479166666664,14.2010195035461,53.49829351535836,78.03226448914559,56.33899126009816,42.93654330376981,72.77032359905287,43.51781652767248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cohereforai/c4aicommandrplus,76.64186580495308,39.91995423143177,8.006042296072508,7.38255033557047,20.42317708333333,33.242833924349874,70.98976109215018,88.55805616411074,75.72824616707308,56.30078705194536,85.39857932123125,70.73540561031083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cohereforai/c4aicommandrv01,67.48194789824333,34.556659257058264,3.474320241691843,7.606263982102905,16.12890625,26.32609338061465,65.52901023890784,87.00458076080461,68.19530224441294,52.31991183271746,81.53117600631413,56.633813495072026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corianas/neuralmistral7b,54.892352291918776,22.431162626805257,1.8882175226586104,4.4742729306487705,6.208854166666669,19.30777186761229,63.39590443686007,85.59051981676957,60.91744661920596,69.2579382132414,77.42699289660617,37.52843062926459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corianas/quokka27b,17.490702447284317,3.1652676176883503,0.8308157099697886,0.7829977628635317,6.087499999999999,1.6142139479905429,31.058020477815703,47.71957777335192,24.80265879539992,40.1449368910433,55.48539857932124,0.3790750568612585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
danielbrdz/barcenasllama38borpo,73.7242738156979,28.600623499981847,6.570996978851963,7.606263982102905,11.169791666666669,31.44208037825059,71.41638225255973,86.8352917745469,68.01692609518722,62.46965815166623,79.87371744277822,66.41394996209249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deci/decilm7b,28.129474239462404,21.252729791067395,2.8700906344410875,6.040268456375841,13.0484375,18.7998670212766,59.38566552901023,82.513443537144,59.76293892443911,40.32625331106103,79.95264404104184,47.38438210765732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deci/decilm7binstruct,48.802399854608,23.8871490441846,3.0211480362537766,5.257270693512303,5.985416666666667,17.86716903073286,61.00682593856656,82.37402907787293,60.24359775384097,49.75365084602664,79.71586424625099,46.01971190295679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deepmount00/llama38bita,75.3029738870641,28.077745566893725,6.646525679758309,7.38255033557047,11.6796875,31.691415484633573,72.95221843003414,89.07588129854611,68.07648287525649,65.7869692446294,80.18942383583267,65.80742987111448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eleutherai/gptneo13b,20.790502533278367,3.024569180930987,1.0574018126888218,0.7829977628635317,4.873697916666666,1.8173758865248213,31.22866894197952,48.46644094801832,24.821655499137048,39.62930604436832,56.9060773480663,0.4548900682335102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eleutherai/gptneo125m,19.054442213327302,3.436738951426704,0.6042296072507553,0.4474272930648763,2.6166666666666654,0.2844267139479898,22.95221843003413,30.26289583748257,25.970391377823336,45.5761630633801,51.77584846093133,0.3032600454890068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eleutherai/gptneo27b,25.896288514474925,4.178602667081014,1.0574018126888218,2.1252796420581683,3.5205729166666675,1.8081412529550824,33.36177474402731,56.24377614021111,26.45397884474629,39.77795990878021,60.063141278610885,1.288855193328279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eleutherai/pythia14b,23.708094522533543,3.878989478987103,1.5105740181268883,1.5659955257270708,4.02265625,1.3648788416075646,31.48464163822526,52.85799641505676,25.80246329076741,38.84599873378337,58.011049723756905,1.516300227445034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eleutherai/pythia160m,18.15516163778773,2.198832279508135,0.906344410876133,1.1185682326621946,10.675520833333332,1.3279403073286051,22.781569965870307,30.342561242780324,24.95059339350269,44.26308210078121,51.53906866614049,0.2274450341167551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eleutherai/pythia410m,21.954525104500505,2.715428120335748,0.9818731117824772,1.230425055928408,3.0598958333333326,1.4202866430260035,26.19453924914676,40.84843656642103,27.2455074107536,41.21958367286861,53.11760063141279,0.6823351023502654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
felladrin/minueza32multrachat,13.756277787381924,2.4372895622895623,0.4531722054380665,0.7829977628635317,4.640104166666668,1.4756944444444438,21.07508532423208,26.94682334196376,26.078664437091746,47.70348386044479,51.77584846093133,0.2274450341167551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gryphe/pantheonrp108bllama3,39.32521265796974,23.631914688111305,6.3444108761329305,3.467561521252797,5.504947916666667,22.96468676122932,59.89761092150171,83.88767177853018,66.43599356524145,53.82707080772854,77.03235990528809,50.72024260803639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huggingfaceh4/zephyr7balpha,51.91480826429429,23.890291427068444,1.9637462235649543,6.375838926174497,7.503125000000001,19.94496158392435,61.00682593856656,84.03704441346346,61.3896585162216,57.90339154881959,78.61089187056038,14.025777103866568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huggingfaceh4/zephyr7bbeta,49.50431521695767,21.48754218280673,2.8700906344410875,5.369127516778524,7.7343749999999964,19.78797281323877,62.03071672354948,84.53495319657439,61.061389920377685,57.44145546466379,78.05840568271508,11.372251705837757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huggingfaceh4/zephyr7bgemmav01,33.637415391162115,23.751162749201274,8.157099697885197,5.92841163310962,4.179427083333334,20.526743498817968,57.93515358361775,82.91177056363274,58.97589070300901,52.47360246669454,72.53354380426204,44.04852160727824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
intel/neuralchat7bv3,27.77973554612872,30.205692320538088,2.9456193353474323,5.592841163310966,23.01953125,18.87374408983452,67.15017064846417,83.29018123879706,62.26105246211977,58.76875540849609,78.05840568271508,1.2130401819560273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
intel/neuralchat7bv31,46.86897432146704,29.7397523676162,3.5498489425981874,5.369127516778524,22.236979166666657,18.642878250591018,64.24914675767917,82.49352718581956,60.791623329684086,56.39976168180672,77.34806629834254,18.11978771796816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
intel/neuralchat7bv32,49.88397452093778,30.237457969159426,4.758308157099698,5.369127516778524,20.05677083333333,18.522828014184395,67.4914675767918,83.91754630551684,63.55010505598717,59.68243139193981,79.95264404104184,55.117513267627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
intel/neuralchat7bv33,47.62585495374495,27.753850886523697,4.078549848942599,5.257270693512303,20.578125,18.05186170212766,66.89419795221842,85.26190001991635,63.07073351412039,63.01479198844473,79.63693764798737,61.10689916603488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jackfram/llama160m,17.91036671586945,2.033606152852728,0.8308157099697886,1.5659955257270708,4.667708333333334,1.4202866430260035,24.82935153583617,35.232025492929694,24.264248085173428,42.07988166937477,50.82872928176796,0.0758150113722517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
josephgflowers/cinderphi2v1f16gguf,23.565694579271884,22.45340222827221,2.416918429003021,4.250559284116329,1.965625,12.898936170212766,58.27645051194538,74.0390360485959,54.4625633375583,44.49742873360435,74.66456195737963,47.23275208491281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kukedlc/neuralexperiment7bmagiccoderv75,45.52509563513699,16.386034485864904,6.646525679758309,6.152125279642054,13.058072916666664,20.268173758865245,71.33105802047781,87.94064927305317,64.61865938157085,72.11439754946991,83.5043409629045,66.18650492797575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llm360/k2,22.52157608478836,28.220402834201128,2.719033232628399,3.5794183445190177,8.550000000000004,22.27208924349881,64.16382252559727,85.69010157339176,67.91233193010133,40.76309789663512,80.11049723756905,48.74905231235785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leroydyer/mixtralaiswahilitron7b,15.339964627189191,3.211683047233007,1.3595166163141994,2.0134228187919474,1.920572916666666,2.30681146572104,57.08191126279864,81.58733320055765,58.4910602062954,60.66422406059993,75.5327545382794,33.510235026535256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mtsair/multiverse70b,52.49183278146429,46.135898982415,19.259818731117825,13.870246085011187,18.815364583333327,42.89302600472813,78.66894197952219,89.77295359490142,78.21924058186673,75.18499860326567,87.52959747434885,76.64897649734648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maziyarpanahi/calme4x7bmoev01,43.15205875964662,31.26187805626151,8.006042296072508,4.250559284116329,10.619010416666669,22.85387115839244,72.52559726962457,88.5978888667596,64.57404270322903,72.86121103319742,83.5043409629045,71.1144806671721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maziyarpanahi/calme4x7bmoev02,42.9447200095746,31.396819621762447,7.401812688821751,3.9149888143176734,12.536718750000004,22.86310579196217,72.35494880546075,88.62776339374626,64.63910139125278,72.8437376455901,83.03078137332281,71.03866565579985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maziyarpanahi/llama38binstructv08,75.27549125209998,28.270418759783485,7.779456193353475,7.38255033557047,10.924739583333334,31.700650118203303,71.9283276450512,87.75144393547102,68.30489292783267,63.9414107752926,78.92659826361484,68.15769522365429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maziyarpanahi/llama38binstructv09,76.3046494412603,27.903013285410186,7.326283987915408,7.718120805369126,9.850260416666666,31.61753841607564,72.35494880546075,88.1696873132842,68.10423906062162,64.67478223824551,79.95264404104184,66.48976497346474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ntqai/nxcodecq7borpo,40.07211975336551,17.58000487008142,2.190332326283988,0.5592841163310973,7.04609375,6.794843380614658,35.49488054607509,53.86377215694085,39.24116212815023,45.00708876476855,57.22178374112076,27.065959059893856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nytk/puligptrio,21.79716485591564,3.015221141570497,1.2084592145015105,2.1252796420581683,5.3343750000000005,1.521867612293143,30.71672354948805,53.485361481776536,24.72639997652956,39.03276727153012,57.77426992896606,0.7581501137225171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nytk/pulillumix32k,16.99612583500667,5.107047129907727,1.283987915407855,0.4474272930648763,7.718750000000001,7.561317966903072,48.634812286689424,74.99502091216888,41.65139731245879,36.92647351967655,68.03472770323599,6.0652009097801365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nekochu/luminia13bv3,25.231829323971507,17.690523920374847,1.812688821752266,2.684563758389265,8.891666666666667,13.499187352245862,52.474402730375424,76.08046205935072,53.6020812263416,43.73610781301898,72.61247040252566,4.245640636846096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nexusflow/nexusravenv213b,17.90781792311068,15.336448395229596,2.9456193353474323,1.342281879194629,3.7109375,9.685283687943262,45.136518771331055,67.39693288189603,44.87880425591219,44.53595923052835,66.37726913970008,20.92494313874147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nousresearch/hermes2prollama38b,53.61839918084017,30.667993420825,8.38368580060423,5.7046979865771785,11.246614583333336,22.798463356974,63.48122866894198,83.22047400916152,64.79850156958106,56.56013468112258,76.40094711917916,67.93025018953753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nousresearch/hermes2promistral7b,56.68337788179808,29.427578860536,6.042296072507553,3.1319910514541416,14.132552083333335,21.625664893617017,64.16382252559727,82.73252340171281,62.20609448217756,58.99114428497659,75.61168113654301,60.424564063684606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nousresearch/hermes2thetallama38b,65.17883659800441,32.046073848075835,9.667673716012084,7.158836689038028,8.36197916666667,26.316858747044915,63.13993174061433,82.56323441545509,66.51191133673278,55.74103812875774,76.55880031570639,70.73540561031083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nousresearch/noushermes2mistral7bdpo,57.62510139762497,27.792545658366084,4.758308157099697,5.7046979865771785,8.330729166666668,22.392139479905435,66.04095563139933,84.95319657438756,63.35665912550744,55.74956853451161,78.05840568271508,60.424564063684606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
