model,params_b,type,arch,IFEval,BBH,MATH Lvl 5,GPQA,MUSR,MMLU-PRO
01-ai/Yi-1.5-34B,34.389,🟢 pretrained,LlamaForCausalLM,28.411725333226947,42.74936268839652,15.332326283987916,15.436241610738257,11.217187500000003,40.732121749408975
01-ai/Yi-1.5-34B-32K,34.389,🟢 pretrained,LlamaForCausalLM,31.186917379220468,43.38184666762572,15.407854984894259,15.100671140939594,14.07786458333333,41.21232269503546
01-ai/Yi-1.5-34B-Chat,34.389,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,60.66758423205982,44.262825981005655,27.719033232628398,15.324384787472036,13.058072916666665,39.11606087470449
01-ai/Yi-1.5-34B-Chat-16K,34.389,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,45.6449997118756,44.53615654671034,21.37462235649547,11.74496644295302,13.736718750000001,39.383865248226954
01-ai/Yi-1.5-6B,6.061,🟢 pretrained,LlamaForCausalLM,26.166017278598567,22.027904536694773,6.646525679758309,8.501118568232664,13.309114583333335,23.823507683215126
01-ai/Yi-1.5-6B-Chat,6.061,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,51.452701055421834,23.67872313235784,16.238670694864048,6.935123042505594,14.030468750000002,24.368351063829788
01-ai/Yi-1.5-9B,8.829,🟢 pretrained,LlamaForCausalLM,29.358435617494916,30.50071699492122,11.404833836858005,17.225950782997764,12.030989583333332,32.402482269503544
01-ai/Yi-1.5-9B-32K,8.829,🟢 pretrained,LlamaForCausalLM,23.031113002389215,28.937011582169664,10.80060422960725,14.541387024608499,10.82682291666667,30.721778959810877
01-ai/Yi-1.5-9B-Chat,8.829,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,60.455258713546726,36.95293138417893,22.58308157099698,11.297539149888143,12.838281249999996,33.05814125295508
01-ai/Yi-1.5-9B-Chat-16K,8.829,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,42.14040966856828,31.497608947018318,17.82477341389728,7.829977628635347,10.03828125,33.261303191489354
01-ai/Yi-34B,34.389,🟢 pretrained,LlamaForCausalLM,30.45751938190668,35.542431259008794,5.13595166163142,15.548098434004473,9.648437500000004,37.90632387706855
01-ai/Yi-34B-200K,34.389,🟢 pretrained,LlamaForCausalLM,15.424850507763843,36.02211028900003,5.740181268882175,14.205816554809845,9.414843749999998,39.273049645390074
01-ai/Yi-34B-Chat,34.389,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,46.98887839820566,37.623987597243485,6.268882175226587,11.74496644295302,8.363802083333338,34.369459219858165
01-ai/Yi-6B,6.061,🟢 pretrained,LlamaForCausalLM,28.93378458046871,19.408504737915056,1.5861027190332326,2.572706935123044,7.044270833333335,22.12433510638298
01-ai/Yi-6B-200K,6.061,🟢 pretrained,LlamaForCausalLM,8.433068702154728,20.148020103768047,1.812688821752266,4.250559284116329,16.842447916666668,20.489804964539008
01-ai/Yi-6B-Chat,6.061,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,33.95213588833185,17.00016656742376,1.3595166163141994,5.92841163310962,3.5656250000000003,22.90004432624113
01-ai/Yi-9B,8.829,🟢 pretrained,LlamaForCausalLM,27.08779372066118,27.626956112077934,5.589123867069486,9.060402684563762,8.909114583333334,28.59781323877068
01-ai/Yi-9B-200K,8.829,🟢 pretrained,LlamaForCausalLM,23.270921155866432,26.49249509714754,6.646525679758309,8.7248322147651,12.109114583333332,29.1334219858156
01-ai/Yi-Coder-9B-Chat,8.829,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,48.17041006750976,25.94315294491389,4.003021148036254,0.0,7.963802083333333,15.83554964539007
CausalLM/14B,14.0,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,27.882130524785346,24.780942674518666,7.552870090634441,7.046979865771815,11.468229166666669,24.682328605200944
CausalLM/34b-beta,34.389,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,30.43247472262486,36.677226262739055,4.833836858006042,12.863534675615215,6.924739583333334,48.05518617021277
CausalLM/preview-1-hf,9.543,🔶 fine-tuned on domain-specific datasets,GlmForCausalLM,55.58928088582738,10.100940706274752,3.0211480362537766,1.5659955257270708,1.1067708333333328,28.856382978723406
CohereForAI/aya-23-35B,34.981,"💬 chat models (RLHF, DPO, IFT, ...)",CohereForCausalLM,64.61932117891638,34.85836046775463,3.474320241691843,5.92841163310962,13.47369791666666,26.178339243498815
CohereForAI/aya-23-8B,8.028,"💬 chat models (RLHF, DPO, IFT, ...)",CohereForCausalLM,46.98887839820566,20.203760646739372,1.6616314199395772,4.5861297539149914,8.424479166666664,14.2010195035461
CohereForAI/aya-expanse-32b,32.296,"💬 chat models (RLHF, DPO, IFT, ...)",CohereForCausalLM,73.01737168490715,38.70961143301418,15.332326283987916,10.067114093959727,6.408854166666668,34.77578309692671
CohereForAI/aya-expanse-8b,8.028,"💬 chat models (RLHF, DPO, IFT, ...)",CohereForCausalLM,63.585176221315,28.52348250428851,8.610271903323262,7.046979865771815,4.410677083333334,22.26285460992908
CohereForAI/c4ai-command-r-plus,103.811,"💬 chat models (RLHF, DPO, IFT, ...)",CohereForCausalLM,76.64186580495308,39.91995423143177,8.006042296072508,7.38255033557047,20.42317708333333,33.242833924349874
CohereForAI/c4ai-command-r-plus-08-2024,103.811,"💬 chat models (RLHF, DPO, IFT, ...)",CohereForCausalLM,75.39539532883859,42.83686540770696,12.386706948640484,13.422818791946312,19.835156249999994,38.0079048463357
CohereForAI/c4ai-command-r-v01,34.981,"💬 chat models (RLHF, DPO, IFT, ...)",CohereForCausalLM,67.48194789824333,34.556659257058264,3.474320241691843,7.606263982102905,16.12890625,26.326093380614658
CohereForAI/c4ai-command-r7b-12-2024,8.028,"💬 chat models (RLHF, DPO, IFT, ...)",Cohere2ForCausalLM,77.13145564878965,36.0245641700103,29.909365558912388,7.829977628635347,10.230468750000002,28.5793439716312
Deci/DeciLM-7B,7.044,🟢 pretrained,DeciLMForCausalLM,28.129474239462404,21.252729791067395,2.8700906344410875,6.040268456375841,13.0484375,18.799867021276594
Deci/DeciLM-7B-instruct,7.044,"💬 chat models (RLHF, DPO, IFT, ...)",DeciLMForCausalLM,48.802399854608,23.887149044184596,3.0211480362537766,5.257270693512303,5.985416666666667,17.86716903073286
EleutherAI/gpt-j-6b,6.0,🟢 pretrained,GPTJForCausalLM,25.221855787089368,4.912818068323685,1.3595166163141994,0.0,5.252083333333334,2.6761968085106376
EleutherAI/gpt-neo-1.3B,1.366,🟢 pretrained,GPTNeoForCausalLM,20.790502533278367,3.024569180930987,1.0574018126888218,0.7829977628635317,4.873697916666666,1.8173758865248217
EleutherAI/gpt-neo-125m,0.15,🟢 pretrained,GPTNeoForCausalLM,19.054442213327306,3.436738951426704,0.6042296072507553,0.44742729306487633,2.6166666666666654,0.28442671394798985
EleutherAI/gpt-neo-2.7B,2.718,🟢 pretrained,GPTNeoForCausalLM,25.896288514474925,4.178602667081014,1.0574018126888218,2.1252796420581683,3.5205729166666675,1.8081412529550822
EleutherAI/gpt-neox-20b,20.739,🟢 pretrained,GPTNeoXForCausalLM,25.86880587951081,4.929114201526899,1.3595166163141994,0.0,2.816666666666666,1.725029550827422
EleutherAI/pythia-1.4b,1.515,🟢 pretrained,GPTNeoXForCausalLM,23.708094522533543,3.878989478987103,1.5105740181268883,1.5659955257270708,4.02265625,1.3648788416075646
EleutherAI/pythia-12b,12.0,🟢 pretrained,GPTNeoXForCausalLM,24.71475684517081,4.987531038290507,1.6616314199395772,0.0,3.7872395833333345,1.2078900709219857
EleutherAI/pythia-160m,0.213,🟢 pretrained,GPTNeoXForCausalLM,18.155161637787735,2.198832279508135,0.906344410876133,1.1185682326621946,10.675520833333332,1.3279403073286051
EleutherAI/pythia-1b,1.079,🟢 pretrained,GPTNeoXForCausalLM,22.079415949680183,2.2939863995762866,0.906344410876133,0.8948545861297527,2.7343749999999996,1.512632978723403
EleutherAI/pythia-2.8b,2.909,🟢 pretrained,GPTNeoXForCausalLM,21.73222604910526,5.077786161905462,1.3595166163141994,0.0,3.6382812500000004,1.521867612293143
EleutherAI/pythia-410m,0.506,🟢 pretrained,GPTNeoXForCausalLM,21.954525104500505,2.7154281203357473,0.9818731117824773,1.230425055928408,3.0598958333333326,1.4202866430260035
EleutherAI/pythia-6.9b,6.9,🟢 pretrained,GPTNeoXForCausalLM,22.811362739752745,5.88163197981621,1.4350453172205437,0.22371364653244186,3.8148437499999996,1.6326832151300221
HuggingFaceH4/zephyr-7b-alpha,7.242,"💬 chat models (RLHF, DPO, IFT, ...)",MistralForCausalLM,51.914808264294294,23.890291427068444,1.9637462235649545,6.375838926174497,7.503125000000001,19.94496158392435
HuggingFaceH4/zephyr-7b-beta,7.242,"💬 chat models (RLHF, DPO, IFT, ...)",MistralForCausalLM,49.50431521695767,21.487542182806738,2.8700906344410875,5.369127516778524,7.7343749999999964,19.78797281323877
HuggingFaceH4/zephyr-7b-gemma-v0.1,8.538,"💬 chat models (RLHF, DPO, IFT, ...)",GemmaForCausalLM,33.637415391162115,23.751162749201274,8.157099697885197,5.92841163310962,4.179427083333334,20.526743498817968
HuggingFaceH4/zephyr-orpo-141b-A35b-v0.1,140.621,"💬 chat models (RLHF, DPO, IFT, ...)",MixtralForCausalLM,65.10891102275296,47.503796286541196,20.468277945619334,17.114093959731544,14.715104166666668,39.84559692671394
HuggingFaceTB/SmolLM-1.7B,1.71,🟢 pretrained,LlamaForCausalLM,23.615673080759052,4.4111278515492005,1.6616314199395772,0.0,2.1283854166666667,1.6419178486997636
HuggingFaceTB/SmolLM-1.7B-Instruct,1.71,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,23.478259905938465,2.0803742908537424,2.1148036253776437,1.342281879194629,2.0833333333333326,1.8450797872340412
HuggingFaceTB/SmolLM-135M,0.13,🟢 pretrained,LlamaForCausalLM,21.247622973709756,3.2853998220852616,1.3595166163141994,1.1185682326621946,13.342187500000001,1.3556442080378246
HuggingFaceTB/SmolLM-135M-Instruct,0.135,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,12.14012154416947,2.6929580047045802,0.5287009063444109,1.230425055928408,3.365625,1.9558953900709206
HuggingFaceTB/SmolLM-360M,0.36,🟢 pretrained,LlamaForCausalLM,21.33505764704318,3.284915303246592,1.1329305135951662,2.348993288590602,8.089322916666665,1.374113475177304
HuggingFaceTB/SmolLM-360M-Instruct,0.362,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,19.516549422199766,2.0803742908537424,1.812688821752266,1.9015659955257262,2.897135416666666,1.8450797872340412
HuggingFaceTB/SmolLM2-1.7B,1.71,🟢 pretrained,LlamaForCausalLM,24.40003634800108,9.301788459551682,2.643504531722054,3.9149888143176734,4.601041666666668,12.640366430260045
HuggingFaceTB/SmolLM2-1.7B-Instruct,1.711,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,53.678351219209475,10.917989226208066,5.81570996978852,3.9149888143176734,4.098958333333335,11.707668439716311
HuggingFaceTB/SmolLM2-135M,0.135,🟢 pretrained,LlamaForCausalLM,18.177657504310783,3.70807758683998,1.2084592145015105,0.0,10.030468749999999,1.0509013002364058
HuggingFaceTB/SmolLM2-135M-Instruct,0.135,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,28.83138960181208,4.720807660805284,0.3021148036253776,0.0,3.6773437500000035,1.2725325059101646
HuggingFaceTB/SmolLM2-135M-Instruct,0.135,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,5.925167444602544,4.796275744662444,1.4350453172205437,0.0,6.059895833333335,1.0231973995271864
HuggingFaceTB/SmolLM2-360M,0.36,🟢 pretrained,LlamaForCausalLM,21.145227995053123,5.543603155369513,1.2084592145015105,0.0,7.728385416666666,1.8820183215130022
HuggingFaceTB/SmolLM2-360M-Instruct,0.362,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,8.303191088533978,3.2990473293233173,0.8308157099697886,2.0134228187919474,2.751822916666668,1.4018173758865236
HuggingFaceTB/SmolLM2-360M-Instruct,0.36,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,38.41595854554804,4.173863636363637,1.5105740181268883,0.6711409395973182,2.7656250000000004,1.300236406619384
IDEA-CCNL/Ziya-LLaMA-13B-v1,13.0,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,16.968643200042553,1.4636170460989157,0.0,0.0,3.881510416666668,1.124778368794326
Intel/neural-chat-7b-v3,7.0,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,27.779735546128713,30.205692320538088,2.9456193353474323,5.592841163310966,23.019531249999996,18.873744089834513
Intel/neural-chat-7b-v3-1,7.242,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,46.868974321467036,29.7397523676162,3.5498489425981874,5.369127516778524,22.236979166666657,18.642878250591018
Intel/neural-chat-7b-v3-2,7.0,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,49.883974520937784,30.237457969159426,4.758308157099698,5.369127516778524,20.056770833333335,18.522828014184395
Intel/neural-chat-7b-v3-3,7.0,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,47.62585495374495,27.753850886523697,4.078549848942599,5.257270693512303,20.578124999999996,18.05186170212766
LLM360/K2,65.286,🟢 pretrained,LlamaForCausalLM,22.52157608478836,28.220402834201128,2.719033232628399,3.5794183445190177,8.550000000000004,22.272089243498815
LLM360/K2-Chat,65.286,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,51.51763986223221,33.79382923599304,10.347432024169184,7.494407158836691,16.824999999999996,26.34456264775413
Nexusflow/NexusRaven-V2-13B,13.0,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,17.90781792311068,15.336448395229596,2.9456193353474323,1.342281879194629,3.7109374999999996,9.685283687943262
NousResearch/DeepHermes-3-Mistral-24B-Preview,23.572,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,45.357761849669984,48.963404310757504,25.755287009063444,15.99552572706935,15.95833333333333,39.891770094562645
NousResearch/Hermes-2-Pro-Llama-3-8B,8.031,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,53.61839918084017,30.667993420825,8.38368580060423,5.7046979865771785,11.246614583333335,22.798463356973993
NousResearch/Hermes-2-Pro-Mistral-7B,7.242,"💬 chat models (RLHF, DPO, IFT, ...)",MistralForCausalLM,56.68337788179808,29.427578860536,6.042296072507553,3.1319910514541416,14.132552083333337,21.625664893617017
NousResearch/Hermes-2-Theta-Llama-3-8B,8.03,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,65.17883659800441,32.046073848075835,9.667673716012084,7.158836689038028,8.36197916666667,26.316858747044915
NousResearch/Hermes-3-Llama-3.1-70B,70.554,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,76.61438316998897,53.76540869130056,20.996978851963746,14.876957494407161,23.42864583333333,41.40625
NousResearch/Hermes-3-Llama-3.1-8B,8.03,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,61.70172918966122,30.724096614147953,4.758308157099698,6.375838926174497,13.617187499999995,23.768099881796687
NousResearch/Hermes-3-Llama-3.2-3B,3.213,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,38.24862476008103,20.187188037454586,3.927492447129909,3.355704697986576,8.577604166666669,17.156102245862883
NousResearch/Nous-Hermes-2-Mistral-7B-DPO,7.242,"💬 chat models (RLHF, DPO, IFT, ...)",MistralForCausalLM,57.62510139762497,27.792545658366084,4.758308157099697,5.7046979865771785,8.330729166666668,22.392139479905435
NousResearch/Nous-Hermes-2-Mixtral-8x7B-DPO,46.703,"💬 chat models (RLHF, DPO, IFT, ...)",MixtralForCausalLM,58.96898008395502,37.10778379133987,12.235649546827794,9.507829977628639,16.676041666666666,29.622857565011817
NousResearch/Nous-Hermes-2-Mixtral-8x7B-SFT,46.703,"💬 chat models (RLHF, DPO, IFT, ...)",MixtralForCausalLM,57.30783210769647,30.594312778864406,2.1148036253776437,6.935123042505594,11.138541666666669,22.95545212765957
NousResearch/Nous-Hermes-2-SOLAR-10.7B,10.732,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,52.78660620486975,34.990894584465195,5.740181268882175,5.8165548098433995,13.826822916666663,27.314199172576835
NousResearch/Nous-Hermes-llama-2-7b,6.738,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,17.290788441335657,13.78941955171473,0.906344410876133,1.7897091722595053,11.681510416666667,10.442523640661937
NousResearch/Yarn-Llama-2-13b-128k,13.0,🟩 continuously pretrained,LlamaForCausalLM,16.546430138698653,13.505319085673955,1.7371601208459215,1.1185682326621946,3.385416666666666,14.671985815602836
NousResearch/Yarn-Llama-2-7b-128k,7.0,🟩 continuously pretrained,LlamaForCausalLM,14.847825990593847,6.1446917129934855,1.5105740181268883,1.342281879194629,8.253906250000004,8.789524231678488
NousResearch/Yarn-Llama-2-7b-64k,7.0,🟩 continuously pretrained,LlamaForCausalLM,16.99856381068897,7.0440554144724175,1.5861027190332326,1.9015659955257262,6.934374999999998,8.872635933806146
NousResearch/Yarn-Mistral-7b-128k,7.0,🟩 continuously pretrained,MistralForCausalLM,19.33669330709185,20.633112436478672,3.1722054380664653,6.487695749440718,8.948177083333333,21.034648345153663
NousResearch/Yarn-Mistral-7b-64k,7.0,🟩 continuously pretrained,MistralForCausalLM,20.79548930171944,20.230200209182886,3.7009063444108756,5.369127516778524,9.881510416666666,21.265514184397162
NousResearch/Yarn-Solar-10b-32k,10.0,🟩 continuously pretrained,LlamaForCausalLM,19.421579187666502,28.99482436025671,3.0211480362537766,7.046979865771815,10.597395833333332,25.24564125295508
NousResearch/Yarn-Solar-10b-64k,10.0,🟩 continuously pretrained,LlamaForCausalLM,19.88867316498003,28.395714153595822,2.8700906344410875,6.935123042505594,9.013020833333336,23.869680851063833
Open-Orca/Mistral-7B-OpenOrca,7.0,"💬 chat models (RLHF, DPO, IFT, ...)",MistralForCausalLM,49.77659277384008,25.840025395269805,3.5498489425981874,2.9082774049216997,5.889322916666667,18.36583924349882
OpenAssistant/oasst-sft-1-pythia-12b,12.0,🔶 fine-tuned on domain-specific datasets,GPTNeoXForCausalLM,10.553885911603434,4.778508799161477,1.5105740181268883,1.0067114093959737,2.987239583333334,1.2540632387706852
PrimeIntellect/INTELLECT-1,10.211,🟢 pretrained,LlamaForCausalLM,17.57315035217667,1.0435001578954441,0.0,0.44742729306487633,2.408854166666666,1.3648788416075646
PrimeIntellect/INTELLECT-1,10.211,🟢 pretrained,LlamaForCausalLM,17.57315035217667,1.0435001578954441,0.0,0.0,4.1421874999999995,1.337174940898345
PrimeIntellect/INTELLECT-1-Instruct,10.211,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,0.0,1.7494478703137453,2.2658610271903323,0.0,3.7109374999999996,0.7092198581560278
PygmalionAI/pygmalion-6b,6.0,🔶 fine-tuned on domain-specific datasets,GPTJForCausalLM,20.910406610016974,5.089577143988909,0.8308157099697886,0.0,3.7109374999999996,2.0390070921985806
Qwen/QwQ-32B,32.764,🔶 fine-tuned on domain-specific datasets,Qwen2ForCausalLM,39.767372793077925,2.868335388534824,16.08761329305136,1.342281879194629,11.046093749999999,2.177526595744679
Qwen/QwQ-32B-Preview,32.764,"💬 chat models (RLHF, DPO, IFT, ...)",Qwen2ForCausalLM,40.354370847130056,53.387676351713196,44.93957703927492,4.250559284116337,9.80703125,51.979905437352244
Qwen/Qwen1.5-0.5B,0.62,🟢 pretrained,Qwen2ForCausalLM,17.056077873375976,5.035475836799366,1.7371601208459215,0.5592841163310973,4.303125,3.4149674940898342
Qwen/Qwen1.5-0.5B-Chat,0.62,"💬 chat models (RLHF, DPO, IFT, ...)",Qwen2ForCausalLM,18.072713732895387,4.318032636938059,0.6797583081570997,2.572706935123044,6.063541666666667,2.362219267139479
Qwen/Qwen1.5-1.8B,1.837,🟢 pretrained,Qwen2ForCausalLM,21.542396397115212,9.759901587727937,3.1722054380664653,7.38255033557047,3.963802083333334,9.79609929078014
Qwen/Qwen1.5-1.8B-Chat,1.837,"💬 chat models (RLHF, DPO, IFT, ...)",Qwen2ForCausalLM,20.190982149585324,5.908662877770453,1.9637462235649545,6.375838926174497,12.179427083333335,8.928043735224584
Qwen/Qwen1.5-110B,111.21,🟢 pretrained,Qwen2ForCausalLM,34.21942667677318,44.28047655387545,24.69788519637462,13.646532438478745,13.705468750000001,48.45227541371159
Qwen/Qwen1.5-110B-Chat,111.21,"💬 chat models (RLHF, DPO, IFT, ...)",Qwen2ForCausalLM,59.388644352540155,44.98454525616634,23.413897280966765,12.192393736017896,16.287499999999994,42.495936761229316
Qwen/Qwen1.5-14B,14.167,🟢 pretrained,Qwen2ForCausalLM,29.05368865720732,30.063103282917453,20.241691842900302,5.92841163310962,10.464062500000002,29.373522458628837
Qwen/Qwen1.5-14B-Chat,14.167,"💬 chat models (RLHF, DPO, IFT, ...)",Qwen2ForCausalLM,47.68082022367319,32.75647930053065,15.256797583081571,2.684563758389265,13.930729166666667,29.08724881796691
Qwen/Qwen1.5-32B,32.512,🟢 pretrained,Qwen2ForCausalLM,32.97295620065869,38.980351633108974,30.28700906344411,10.626398210290827,12.040625000000004,38.88519503546098
Qwen/Qwen1.5-32B-Chat,32.512,"💬 chat models (RLHF, DPO, IFT, ...)",Qwen2ForCausalLM,55.32199009738605,44.55485402391639,19.561933534743204,7.494407158836691,10.197395833333335,38.41422872340425
Qwen/Qwen1.5-4B,3.95,🟢 pretrained,Qwen2ForCausalLM,24.447466056729475,16.249142581095292,5.287009063444108,3.5794183445190177,4.8226562500000005,16.22340425531915
Qwen/Qwen1.5-4B-Chat,3.95,"💬 chat models (RLHF, DPO, IFT, ...)",Qwen2ForCausalLM,31.566576683200577,16.29707852890831,2.794561933534743,2.2371364653243813,7.355989583333333,15.512337470449172
Qwen/Qwen1.5-7B,7.721,🟢 pretrained,Qwen2ForCausalLM,26.842998798742894,23.075768754340448,9.290030211480364,6.487695749440718,9.158333333333333,21.293218085106382
Qwen/Qwen1.5-7B-Chat,7.721,"💬 chat models (RLHF, DPO, IFT, ...)",Qwen2ForCausalLM,43.711574178734644,22.379129599952787,6.268882175226587,7.046979865771815,4.6382812499999995,21.681072695035464
Qwen/Qwen1.5-MoE-A2.7B,14.316,🟢 pretrained,Qwen2MoeForCausalLM,26.598203876824606,18.837858500547185,9.290030211480364,1.230425055928408,7.967968750000003,19.751034278959807
Qwen/Qwen1.5-MoE-A2.7B-Chat,14.316,"💬 chat models (RLHF, DPO, IFT, ...)",Qwen2MoeForCausalLM,37.95385133667558,20.041818895540953,6.3444108761329305,3.243847874720355,6.334375000000001,21.3670951536643
Qwen/Qwen2-0.5B,0.494,🟢 pretrained,Qwen2ForCausalLM,18.732186154957734,7.9185120409032566,2.643504531722054,1.4541387024608499,4.601041666666668,7.99534574468085
Qwen/Qwen2-0.5B-Instruct,0.494,"💬 chat models (RLHF, DPO, IFT, ...)",Qwen2ForCausalLM,22.466610814860125,5.876044259408482,2.8700906344410875,0.0,2.408854166666666,5.89908392434988
Qwen/Qwen2-1.5B,1.544,🟢 pretrained,Qwen2ForCausalLM,21.132705665412217,11.781833653483531,7.02416918429003,1.9015659955257262,3.5932291666666667,17.239213947990542
