model,params_b,type,arch,IFEval,BBH,MATH Lvl 5,GPQA,MUSR,MMLU-PRO
Qwen/Qwen2-1.5B-Instruct,1.544,"💬 chat models (RLHF, DPO, IFT, ...)",Qwen2ForCausalLM,33.712327734854625,13.695346827502663,7.175226586102719,1.5659955257270708,12.026822916666667,16.675901300236408
Qwen/Qwen2-57B-A14B,57.409,🟢 pretrained,Qwen2MoeForCausalLM,31.126965340851164,38.87598905034189,18.65558912386707,7.494407158836691,10.538541666666669,43.511746453900706
Qwen/Qwen2-57B-A14B-Instruct,57.409,"💬 chat models (RLHF, DPO, IFT, ...)",Qwen2MoeForCausalLM,63.37783747124297,41.785917734842535,28.172205438066467,10.850111856823268,14.183593749999995,39.725546690307326
Qwen/Qwen2-72B,72.706,🟢 pretrained,Qwen2ForCausalLM,38.23610243044012,51.85613118695519,31.1178247734139,19.239373601789712,19.728906250000005,52.56168735224587
Qwen/Qwen2-72B-Instruct,72.706,"💬 chat models (RLHF, DPO, IFT, ...)",Qwen2ForCausalLM,79.89168738945996,57.48300911876294,41.76737160120846,16.33109619686801,17.167968749999996,48.92324172576833
Qwen/Qwen2-7B,7.616,🟢 pretrained,Qwen2ForCausalLM,31.48667757106699,34.711136202753416,20.39274924471299,7.270693512304249,14.322916666666666,35.366799645390074
Qwen/Qwen2-7B-Instruct,7.616,"💬 chat models (RLHF, DPO, IFT, ...)",Qwen2ForCausalLM,56.79075962889577,37.80839092310167,27.64350453172205,6.375838926174497,7.3656250000000005,31.636007683215123
Qwen/Qwen2-Math-72B-Instruct,72.706,"💬 chat models (RLHF, DPO, IFT, ...)",Qwen2ForCausalLM,56.93814634059851,47.96019950734914,55.36253776435045,15.771812080536915,15.728906249999994,36.364140070921984
Qwen/Qwen2-Math-7B,7.616,🔶 fine-tuned on domain-specific datasets,Qwen2ForCausalLM,26.870481433707006,14.064494488871304,24.773413897280967,1.7897091722595053,2.4166666666666683,2.186761229314421
Qwen/Qwen2-VL-72B-Instruct,73.406,🌸 multimodal,Qwen2VLForConditionalGeneration,59.82326892644849,56.3112338791251,34.44108761329305,18.34451901565996,15.885677083333329,52.41393321513003
Qwen/Qwen2-VL-7B-Instruct,8.291,🌸 multimodal,Qwen2VLForConditionalGeneration,45.99218961245052,35.87710314498947,19.86404833836858,9.284116331096197,13.554166666666669,34.38792848699764
Qwen/Qwen2.5-0.5B,0.5,🟢 pretrained,Qwen2ForCausalLM,16.271714606133948,6.953961634882263,3.927492447129909,0.0,2.0833333333333326,10.0639036643026
Qwen/Qwen2.5-0.5B-Instruct,0.5,"💬 chat models (RLHF, DPO, IFT, ...)",Qwen2ForCausalLM,30.712287840707102,8.434863610588833,0.0,1.0067114093959737,0.9440104166666662,7.7460106382978715
Qwen/Qwen2.5-0.5B-Instruct,0.494,"💬 chat models (RLHF, DPO, IFT, ...)",Qwen2ForCausalLM,31.529120511354318,8.169502268182768,10.347432024169184,1.230425055928408,1.3734374999999996,7.99534574468085
Qwen/Qwen2.5-1.5B,1.5,🟢 pretrained,Qwen2ForCausalLM,26.743041795768562,16.660465167691854,9.138972809667674,4.697986577181204,5.265885416666666,20.609855200945624
Qwen/Qwen2.5-1.5B-Instruct,1.5,"💬 chat models (RLHF, DPO, IFT, ...)",Qwen2ForCausalLM,44.75569267321818,19.809786497358974,22.054380664652566,0.7829977628635317,3.1890625000000004,19.99113475177305
Qwen/Qwen2.5-14B,14.77,🟢 pretrained,Qwen2ForCausalLM,36.94464022127954,45.078312404984935,29.003021148036257,17.561521252796418,15.913281249999997,47.205599881796694
Qwen/Qwen2.5-14B-Instruct,14.77,"💬 chat models (RLHF, DPO, IFT, ...)",Qwen2ForCausalLM,81.57776920792386,48.36070661282705,54.7583081570997,9.61968680089485,10.157812500000004,43.382461583924346
Qwen/Qwen2.5-14B-Instruct-1M,14.77,🔶 fine-tuned on domain-specific datasets,Qwen2ForCausalLM,84.1356489669632,45.658280600233155,53.02114803625378,12.416107382550338,11.350000000000003,42.77297576832151
Qwen/Qwen2.5-32B,32.764,🟢 pretrained,Qwen2ForCausalLM,40.766499554515356,53.954752851331996,35.64954682779456,21.588366890380314,22.69583333333333,53.39280437352246
Qwen/Qwen2.5-32B-Instruct,32.764,"💬 chat models (RLHF, DPO, IFT, ...)",Qwen2ForCausalLM,83.46121623957765,56.48934826159387,62.53776435045317,11.74496644295302,13.498958333333329,51.85062056737589
Qwen/Qwen2.5-3B,3.086,🟢 pretrained,Qwen2ForCausalLM,26.895415275912356,24.304241726371686,14.803625377643503,6.375838926174497,11.758333333333335,24.479166666666664
Qwen/Qwen2.5-3B-Instruct,3.0,"💬 chat models (RLHF, DPO, IFT, ...)",Qwen2ForCausalLM,64.74919879253714,25.801393944088584,36.78247734138973,3.0201342281879207,7.565625,25.05171394799054
Qwen/Qwen2.5-72B,72.706,🟢 pretrained,Qwen2ForCausalLM,41.37100670664947,54.61505780163693,39.12386706948641,20.69351230425056,19.640624999999996,55.20279255319149
Qwen/Qwen2.5-72B-Instruct,72.706,"💬 chat models (RLHF, DPO, IFT, ...)",Qwen2ForCausalLM,86.3837949972739,61.873255668787884,59.818731117824775,16.666666666666664,11.742187500000005,51.39812352245864
Qwen/Qwen2.5-7B,7.616,🟢 pretrained,Qwen2ForCausalLM,33.74479713825982,35.81347328754777,25.075528700906347,9.955257270693513,14.13671875,37.38918439716312
Qwen/Qwen2.5-7B-Instruct,7.616,"💬 chat models (RLHF, DPO, IFT, ...)",Qwen2ForCausalLM,75.85251576926998,34.89211675876548,50.0,5.480984340044745,8.453906250000001,36.52112884160757
Qwen/Qwen2.5-7B-Instruct-1M,7.616,🔶 fine-tuned on domain-specific datasets,Qwen2ForCausalLM,74.47616767953474,35.02629094112727,43.353474320241695,6.375838926174497,9.520572916666667,27.83133865248227
Qwen/Qwen2.5-Coder-14B,14.77,🟢 pretrained,Qwen2ForCausalLM,34.72652561869174,40.52300211536303,22.507552870090635,5.7046979865771785,6.3872395833333355,39.125295508274235
Qwen/Qwen2.5-Coder-14B-Instruct,14.77,"💬 chat models (RLHF, DPO, IFT, ...)",Qwen2ForCausalLM,69.07560827493273,44.220018215668375,32.477341389728096,7.270693512304249,7.032291666666666,32.661052009456256
Qwen/Qwen2.5-Coder-32B,32.764,🟢 pretrained,Qwen2ForCausalLM,43.63411304228336,48.51121340614174,30.891238670694865,12.863534675615215,15.868229166666664,47.80585106382979
Qwen/Qwen2.5-Coder-32B-Instruct,32.764,"💬 chat models (RLHF, DPO, IFT, ...)",Qwen2ForCausalLM,72.65267268625026,52.26651520943606,49.546827794561935,13.19910514541387,13.722916666666668,37.92479314420804
Qwen/Qwen2.5-Coder-7B,7.616,🟢 pretrained,Qwen2ForCausalLM,34.4592348302504,28.438944115255534,19.184290030211482,1.230425055928408,2.1734375000000004,29.770611702127653
Qwen/Qwen2.5-Coder-7B-Instruct,7.616,"💬 chat models (RLHF, DPO, IFT, ...)",Qwen2ForCausalLM,61.01477413263474,28.938504045379137,37.160120845921455,5.592841163310966,9.475520833333334,26.13216607565012
Qwen/Qwen2.5-Coder-7B-Instruct,7.616,"💬 chat models (RLHF, DPO, IFT, ...)",Qwen2ForCausalLM,61.47189457306614,28.72657796895031,3.096676737160121,5.8165548098433995,9.875520833333335,26.15986997635934
Qwen/Qwen2.5-Math-1.5B-Instruct,1.544,🔶 fine-tuned on domain-specific datasets,Qwen2ForCausalLM,18.557316808290892,12.859775311917048,26.283987915407852,2.0134228187919474,3.5343750000000003,8.900339834515366
Qwen/Qwen2.5-Math-72B-Instruct,72.706,"💬 chat models (RLHF, DPO, IFT, ...)",Qwen2ForCausalLM,40.034663581519254,48.966096029421145,62.38670694864048,10.850111856823268,16.342187499999998,42.35741725768321
Qwen/Qwen2.5-Math-7B,7.616,🟩 continuously pretrained,Qwen2ForCausalLM,24.599839536873276,22.00876067958663,30.513595166163142,5.8165548098433995,4.995052083333334,19.086140661938536
Qwen/Qwen2.5-Math-7B-Instruct,7.0,"💬 chat models (RLHF, DPO, IFT, ...)",Qwen2ForCausalLM,26.358395723347385,21.489765755272032,58.08157099697885,1.5659955257270708,2.891145833333333,20.222000591016545
Salesforce/LLaMA-3-8B-SFR-Iterative-DPO-R,8.03,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,38.15620331830654,29.150289349765558,9.138972809667674,5.033557046979867,5.550000000000002,24.137485224586285
TencentARC/LLaMA-Pro-8B,8.357,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,22.77135777514772,9.2939499758607,1.8882175226586102,1.342281879194629,8.593229166666669,9.011155437352246
TencentARC/LLaMA-Pro-8B-Instruct,8.357,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,44.86063644463357,19.485726056875954,2.492447129909366,3.243847874720355,11.1109375,10.507166075650117
TencentARC/MetaMath-Mistral-Pro,8.987,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,21.18767093534045,22.37227879113455,7.628398791540786,2.572706935123044,4.9854166666666675,16.35268912529551
TencentARC/Mistral_Pro_8B_v0.1,8.987,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,21.145227995053123,22.894188758768042,5.664652567975831,4.026845637583895,11.828645833333335,19.61251477541371
TinyLlama/TinyLlama-1.1B-Chat-v0.1,1.1,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,14.78543597654224,3.3630106739393377,0.6042296072507553,0.0,3.9049479166666674,1.087839834515365
TinyLlama/TinyLlama-1.1B-Chat-v0.5,1.1,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,16.336653412944322,3.4076909375697055,0.3776435045317221,0.0,3.565625000000001,1.0693705673758855
TinyLlama/TinyLlama-1.1B-Chat-v0.6,1.1,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,15.742119797692347,3.390370709512531,1.5861027190332326,1.1185682326621946,2.2773437500000004,1.6511524822695034
TinyLlama/TinyLlama-1.1B-Chat-v1.0,1.1,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,5.957636848007731,4.013396848486799,1.5105740181268883,0.0,4.306770833333336,1.124778368794326
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,1.1,🟢 pretrained,LlamaForCausalLM,22.76637100670665,3.547093389508079,1.2084592145015105,0.33557046979865535,2.187239583333333,1.337174940898345
TinyLlama/TinyLlama_v1.1,1.1,🟢 pretrained,LlamaForCausalLM,20.00613926603634,3.2103010497128146,1.2084592145015105,0.0,3.979427083333333,0.542996453900708
WizardLMTeam/WizardLM-13B-V1.0,13.0,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,18.504900331121426,2.147966883446335,0.0,1.230425055928408,3.5481770833333326,1.8450797872340412
WizardLMTeam/WizardLM-13B-V1.2,13.0,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,33.92465325336773,22.88865497804447,1.8882175226586102,1.4541387024608499,14.030468750000002,16.87906323877068
WizardLMTeam/WizardLM-70B-V1.0,70.0,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,49.514288753839814,37.54335453368136,3.927492447129909,2.1252796420581683,14.089322916666669,27.184914302600472
abacusai/Dracarys-72B-Instruct,72.706,🔶 fine-tuned on domain-specific datasets,Qwen2ForCausalLM,78.55778224001206,56.93552010003367,39.65256797583081,18.791946308724835,16.81119791666666,49.51425827423168
abacusai/Liberated-Qwen1.5-14B,14.0,🔶 fine-tuned on domain-specific datasets,Qwen2ForCausalLM,36.310212458499,28.020905999685464,16.012084592145015,4.4742729306487705,10.316927083333333,27.914450354609933
abacusai/Llama-3-Smaug-8B,8.03,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,48.66753547254618,27.880374189415942,8.534743202416918,0.0,5.047916666666663,24.27600472813239
abacusai/Smaug-34B-v0.1,34.389,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,50.156252077820184,34.261660667279955,7.175226586102719,10.626398210290827,8.134375000000004,39.36539598108747
abacusai/Smaug-72B-v0.1,72.289,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,51.67001334237601,43.12510043134919,19.108761329305135,9.843400447427292,14.415364583333334,40.26115543735224
abacusai/Smaug-Llama-3-70B-Instruct-32K,70.554,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,77.6110719557441,49.07037043446443,27.492447129909365,6.152125279642054,12.432291666666663,41.83104314420804
abacusai/Smaug-Mixtral-v0.1,46.703,"💬 chat models (RLHF, DPO, IFT, ...)",MixtralForCausalLM,55.54428915278129,31.919260543426763,9.516616314199396,6.823266219239373,12.993229166666671,26.13216607565012
abacusai/Smaug-Qwen2-72B-Instruct,72.706,"💬 chat models (RLHF, DPO, IFT, ...)",Qwen2ForCausalLM,78.25303527972446,56.26617189727526,41.31419939577039,14.876957494407161,15.175781249999998,46.559175531914896
ai21labs/Jamba-v0.1,51.57,🟢 pretrained,JambaForCausalLM,20.2559209563957,10.722058918870276,1.5861027190332326,2.460850111856823,3.7109374999999996,16.574320330969268
allenai/Llama-3.1-Tulu-3-70B,70.554,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,82.91167435737177,45.365568617406275,45.01510574018127,16.442953020134222,23.754166666666666,40.50125591016548
allenai/Llama-3.1-Tulu-3-70B,70.554,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,83.79344583482937,45.25948099520497,38.29305135951662,16.442953020134222,24.316927083333336,40.6213061465721
allenai/Llama-3.1-Tulu-3-70B-DPO,70.0,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,82.81925291559727,45.047180919508435,44.93957703927492,16.778523489932887,23.39921875,40.36273640661938
allenai/Llama-3.1-Tulu-3-70B-SFT,70.554,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,80.50616807847622,42.02398394906459,33.157099697885194,12.639821029082773,24.493489583333332,40.270390070921984
allenai/Llama-3.1-Tulu-3-8B,8.03,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,82.66687943545348,16.671812993247975,19.637462235649547,6.487695749440718,10.450260416666666,20.295877659574465
allenai/Llama-3.1-Tulu-3-8B,8.03,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,82.54697535871487,16.858052069402785,21.148036253776432,6.263982102908276,10.516927083333336,20.231235224586285
allenai/Llama-3.1-Tulu-3-8B-DPO,8.0,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,80.29384255996311,17.42601622698448,23.6404833836858,5.8165548098433995,10.516927083333336,21.0900561465721
allenai/Llama-3.1-Tulu-3-8B-RM,8.0,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForSequenceClassification,16.701352411601217,2.6496699813735507,0.0,0.8948545861297527,4.252083333333335,0.912381796690307
allenai/Llama-3.1-Tulu-3-8B-SFT,8.03,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,74.03400754442657,13.931208168262557,11.782477341389729,3.6912751677852316,12.013020833333334,20.12965425531915
allenai/OLMo-1.7-7B-hf,0.0,❓ other,Unknown,15.68970332052288,2.7703163925041445,0.22658610271903326,0.6711409395973182,2.0695312500000003,1.374113475177304
allenai/OLMo-1B-hf,1.177,🟢 pretrained,OlmoForCausalLM,21.819660722438684,3.1965463124303173,1.7371601208459215,1.5659955257270708,9.555989583333334,1.9281914893617011
allenai/OLMo-2-1124-7B-Instruct,7.299,"💬 chat models (RLHF, DPO, IFT, ...)",Olmo2ForCausalLM,72.44034716773716,16.326772949551835,14.879154078549849,3.8031319910514525,4.687499999999999,18.578235815602834
allenai/OLMo-7B-Instruct-hf,7.0,"💬 chat models (RLHF, DPO, IFT, ...)",OlmoForCausalLM,34.72652561869174,13.159933415267032,1.3595166163141994,2.796420581655479,4.3265625,8.724881796690305
allenai/OLMo-7B-hf,6.888,🟢 pretrained,OlmoForCausalLM,27.19273749207658,5.761987041080832,1.2084592145015105,3.0201342281879207,2.0833333333333326,1.9189568557919614
allenai/OLMoE-1B-7B-0125-Instruct,6.919,🟢 pretrained,OlmoeForCausalLM,67.57436934001782,14.007956498913387,8.987915407854985,1.342281879194629,2.9812500000000006,10.16548463356974
allenai/OLMoE-1B-7B-0924,6.919,🟢 pretrained,OlmoeForCausalLM,21.847143357402803,8.308106894895777,1.6616314199395772,0.0,3.565625000000001,8.216976950354608
allenai/OLMoE-1B-7B-0924-Instruct,6.919,"💬 chat models (RLHF, DPO, IFT, ...)",OlmoeForCausalLM,46.674157901035926,14.571562821337196,2.794561933534743,2.348993288590602,6.06953125,9.731456855791961
amd/AMD-Llama-135m,0.135,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,18.42245242622907,2.4854950529752244,0.5287009063444109,0.33557046979865535,4.912760416666667,1.8727836879432622
amd/AMD-Llama-135m,0.134,🟢 pretrained,LlamaForCausalLM,19.18431982694805,2.537952680477511,0.7552870090634441,1.1185682326621946,5.904947916666668,1.8727836879432622
argilla/notus-7b-v1,7.242,"💬 chat models (RLHF, DPO, IFT, ...)",MistralForCausalLM,50.820711268323606,22.74711196116141,3.1722054380664653,5.257270693512303,6.58541666666667,22.26285460992908
argilla/notux-8x7b-v1,46.703,"💬 chat models (RLHF, DPO, IFT, ...)",MixtralForCausalLM,54.22290633297429,34.75806168290175,9.969788519637463,7.829977628635347,10.532552083333334,29.558215130023648
argilla-warehouse/Llama-3.1-8B-MagPie-Ultra,8.03,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,57.565149359255656,23.516310364827646,7.7039274924471295,2.2371364653243813,4.2479166666666694,23.823507683215126
berkeley-nest/Starling-LM-7B-alpha,7.242,"💬 chat models (RLHF, DPO, IFT, ...)",MistralForCausalLM,54.80491761858535,21.95402808715926,8.38368580060423,6.263982102908276,9.501302083333334,24.128250591016545
bigcode/starcoder2-15b,15.958,🟢 pretrained,Starcoder2ForCausalLM,27.802231412651764,20.373540752678547,5.966767371601208,3.1319910514541416,2.9283854166666674,15.032136524822693
bigcode/starcoder2-3b,3.03,🟢 pretrained,Starcoder2ForCausalLM,20.370838264693234,8.909299421083569,1.5105740181268883,0.0,1.432291666666666,7.0718823877068555
bigcode/starcoder2-7b,7.174,🟢 pretrained,Starcoder2ForCausalLM,22.09193827932109,11.395110106503443,3.096676737160121,0.22371364653244186,5.8166666666666655,7.1365248226950335
bigscience/bloom-1b1,1.065,🟢 pretrained,BloomForCausalLM,13.733781920858878,4.042705269260129,0.5287009063444109,1.230425055928408,3.416666666666666,1.1986554373522447
bigscience/bloom-1b7,1.722,🟢 pretrained,BloomForCausalLM,10.438968603305895,4.39745292760164,0.5287009063444109,1.1185682326621946,6.838281250000001,0.9585549645390061
bigscience/bloom-3b,3.003,🟢 pretrained,BloomForCausalLM,12.709610500139629,3.4200982840077354,0.8308157099697886,0.0,7.891145833333333,1.4756944444444438
bigscience/bloom-560m,0.559,🟢 pretrained,BloomForCausalLM,6.202431769926019,2.885363608028119,0.3776435045317221,1.5659955257270708,8.185416666666667,1.8266105200945615
bigscience/bloom-7b1,7.069,🟢 pretrained,BloomForCausalLM,13.221696210499253,4.038808518979752,0.5287009063444109,1.9015659955257262,1.920572916666666,1.1617169030732852
cognitivecomputations/Dolphin3.0-Llama3.1-8B,8.03,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,76.2122279994858,27.6317028058839,12.311178247734139,4.36241610738255,8.967968750000002,22.13356973995272
cognitivecomputations/Dolphin3.0-Llama3.2-1B,1.236,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,54.27787160290252,4.657279069612183,2.794561933534743,0.0,0.9440104166666662,4.172207446808509
cognitivecomputations/Dolphin3.0-Qwen2.5-0.5B,0.494,🔶 fine-tuned on domain-specific datasets,Qwen2ForCausalLM,46.97136930012367,5.096928104575164,5.13595166163142,0.0,1.9656249999999986,4.587765957446806
cognitivecomputations/Dolphin3.0-R1-Mistral-24B,23.572,"💬 chat models (RLHF, DPO, IFT, ...)",MistralForCausalLM,40.6816136739407,33.763678263545195,31.19335347432024,5.92841163310962,7.230468750000003,22.281323877068555
cognitivecomputations/dolphin-2.9-llama3-8b,8.03,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,38.503393218881456,27.858929260905125,5.740181268882175,4.921700223713646,13.791406250000003,19.67715721040189
cognitivecomputations/dolphin-2.9.1-llama-3-70b,70.554,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,37.60167466765959,31.101151872569243,18.202416918429005,7.829977628635347,23.695312499999996,34.77578309692671
cognitivecomputations/dolphin-2.9.1-yi-1.5-34b,34.389,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,38.52588908540451,44.17408874277273,18.65558912386707,12.416107382550338,16.97395833333334,39.09759160756501
cognitivecomputations/dolphin-2.9.1-yi-1.5-9b,8.829,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,44.653297694561545,35.7760897255686,15.181268882175228,11.74496644295302,13.516927083333336,32.96579491725768
cognitivecomputations/dolphin-2.9.2-Phi-3-Medium,-1.0,"💬 chat models (RLHF, DPO, IFT, ...)",MistralForCausalLM,42.47762603226107,49.72194030508101,18.27794561933535,10.290827740492169,11.414843750000003,39.50391548463357
cognitivecomputations/dolphin-2.9.2-Phi-3-Medium-abliterated,13.96,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,36.12536957495002,45.44126655093765,12.386706948640484,10.402684563758392,10.363802083333335,38.820552600472816
cognitivecomputations/dolphin-2.9.2-Phi-3-Medium-abliterated,13.96,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,41.23614232458765,48.38534691270737,18.202416918429005,10.514541387024611,13.732552083333337,39.162234042553195
cognitivecomputations/dolphin-2.9.2-qwen2-72b,72.0,🔶 fine-tuned on domain-specific datasets,Qwen2ForCausalLM,63.43778950961227,47.69617372826186,28.02114803625378,15.99552572706935,17.042447916666664,49.680481678487006
cognitivecomputations/dolphin-2.9.2-qwen2-7b,7.616,"💬 chat models (RLHF, DPO, IFT, ...)",Qwen2ForCausalLM,35.34599307614906,27.914874953255538,13.444108761329304,5.369127516778524,11.65989583333333,33.89849290780142
cognitivecomputations/dolphin-2.9.3-Yi-1.5-34B-32k,34.0,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,36.39266036339136,43.40647565235176,16.691842900302113,12.416107382550338,13.348177083333331,40.33503250591017
cognitivecomputations/dolphin-2.9.3-mistral-7B-32k,7.248,"💬 chat models (RLHF, DPO, IFT, ...)",MistralForCausalLM,41.26362495955176,26.906353891780515,5.0604229607250755,4.697986577181204,17.932552083333338,20.231235224586285
cognitivecomputations/dolphin-2.9.3-mistral-nemo-12b,12.248,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,56.008945154412515,36.08275865915292,7.401812688821751,8.7248322147651,15.20703125,26.409205082742314
cognitivecomputations/dolphin-2.9.4-gemma2-2b,2.614,"💬 chat models (RLHF, DPO, IFT, ...)",Gemma2ForCausalLM,8.955127949396491,17.3676325443774,4.909365558912387,4.5861297539149914,10.912760416666666,12.28021572104019
cognitivecomputations/dolphin-2.9.4-llama3.1-8b,8.03,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,27.572396796056683,8.972088688921525,1.2084592145015105,1.7897091722595053,0.6184895833333329,2.6300236406619386
databricks/dbrx-base,0.0,❓ other,Unknown,8.214723926380369,32.60853758169935,10.0,10.222222222222221,9.333333333333334,27.777777777777775
