split,loser_visible,winner_visible,visible_benches,heldout_benches,n_visible_dominated,max_margin
0,BEE-spoke-data/smol_llama-220M-GQA,0-hero/Matter-0.2-7B-DPO,"IFEval,BBH,GPQA,ARC,MMLU,Winogrande","MATH Lvl 5,MUSR,MMLU-PRO,HellaSwag,TruthfulQA,GSM8K",6,38.481228668941995
0,0-hero/Matter-0.2-7B-DPO,CohereForAI/c4ai-command-r-v01,"IFEval,BBH,GPQA,ARC,MMLU,Winogrande","MATH Lvl 5,MUSR,MMLU-PRO,HellaSwag,TruthfulQA,GSM8K",6,34.4540264276564
0,Corianas/Quokka_2.7b,0-hero/Matter-0.2-7B-DPO,"IFEval,BBH,GPQA,ARC,MMLU,Winogrande","MATH Lvl 5,MUSR,MMLU-PRO,HellaSwag,TruthfulQA,GSM8K",6,38.09386163963279
0,EleutherAI/pythia-160m,0-hero/Matter-0.2-7B-DPO,"IFEval,BBH,GPQA,ARC,MMLU,Winogrande","MATH Lvl 5,MUSR,MMLU-PRO,HellaSwag,TruthfulQA,GSM8K",6,40.52901023890786
0,NYTK/PULI-LlumiX-32K,0-hero/Matter-0.2-7B-DPO,"IFEval,BBH,GPQA,ARC,MMLU,Winogrande","MATH Lvl 5,MUSR,MMLU-PRO,HellaSwag,TruthfulQA,GSM8K",6,21.245123122573922
0,OpenAssistant/oasst-sft-1-pythia-12b,0-hero/Matter-0.2-7B-DPO,"IFEval,BBH,GPQA,ARC,MMLU,Winogrande","MATH Lvl 5,MUSR,MMLU-PRO,HellaSwag,TruthfulQA,GSM8K",6,36.70294824514901
0,0-hero/Matter-0.2-7B-DPO,OpenBuddy/openbuddy-mixtral-7bx8-v18.1-32k,"IFEval,BBH,GPQA,ARC,MMLU,Winogrande","MATH Lvl 5,MUSR,MMLU-PRO,HellaSwag,TruthfulQA,GSM8K",6,21.906873761619167
0,Qwen/Qwen1.5-0.5B,0-hero/Matter-0.2-7B-DPO,"IFEval,BBH,GPQA,ARC,MMLU,Winogrande","MATH Lvl 5,MUSR,MMLU-PRO,HellaSwag,TruthfulQA,GSM8K",6,31.825938566552903
0,0-hero/Matter-0.2-7B-DPO,Qwen/Qwen1.5-110B,"IFEval,BBH,GPQA,ARC,MMLU,Winogrande","MATH Lvl 5,MUSR,MMLU-PRO,HellaSwag,TruthfulQA,GSM8K",6,34.22495147363442
0,TinyLlama/TinyLlama-1.1B-Chat-v0.6,0-hero/Matter-0.2-7B-DPO,"IFEval,BBH,GPQA,ARC,MMLU,Winogrande","MATH Lvl 5,MUSR,MMLU-PRO,HellaSwag,TruthfulQA,GSM8K",6,36.913256637056236
0,VAGOsolutions/SauerkrautLM-Gemma-2b,0-hero/Matter-0.2-7B-DPO,"IFEval,BBH,GPQA,ARC,MMLU,Winogrande","MATH Lvl 5,MUSR,MMLU-PRO,HellaSwag,TruthfulQA,GSM8K",6,19.996417472339495
0,0-hero/Matter-0.2-7B-DPO,berkeley-nest/Starling-LM-7B-alpha,"IFEval,BBH,GPQA,ARC,MMLU,Winogrande","MATH Lvl 5,MUSR,MMLU-PRO,HellaSwag,TruthfulQA,GSM8K",6,21.776996147998418
0,bigscience/bloom-1b7,0-hero/Matter-0.2-7B-DPO,"IFEval,BBH,GPQA,ARC,MMLU,Winogrande","MATH Lvl 5,MUSR,MMLU-PRO,HellaSwag,TruthfulQA,GSM8K",6,35.4180552875123
0,deepseek-ai/deepseek-moe-16b-base,0-hero/Matter-0.2-7B-DPO,"IFEval,BBH,GPQA,ARC,MMLU,Winogrande","MATH Lvl 5,MUSR,MMLU-PRO,HellaSwag,TruthfulQA,GSM8K",6,16.59040687397996
0,0-hero/Matter-0.2-7B-DPO,fblgit/una-cybertron-7b-v2-bf16,"IFEval,BBH,GPQA,ARC,MMLU,Winogrande","MATH Lvl 5,MUSR,MMLU-PRO,HellaSwag,TruthfulQA,GSM8K",6,14.343165024357589
0,google/gemma-2b,0-hero/Matter-0.2-7B-DPO,"IFEval,BBH,GPQA,ARC,MMLU,Winogrande","MATH Lvl 5,MUSR,MMLU-PRO,HellaSwag,TruthfulQA,GSM8K",6,21.21727115433407
0,google/recurrentgemma-2b-it,0-hero/Matter-0.2-7B-DPO,"IFEval,BBH,GPQA,ARC,MMLU,Winogrande","MATH Lvl 5,MUSR,MMLU-PRO,HellaSwag,TruthfulQA,GSM8K",6,32.337883959044376
0,h2oai/h2o-danube-1.8b-chat,0-hero/Matter-0.2-7B-DPO,"IFEval,BBH,GPQA,ARC,MMLU,Winogrande","MATH Lvl 5,MUSR,MMLU-PRO,HellaSwag,TruthfulQA,GSM8K",6,29.490773642813473
0,huggyllama/llama-7b,0-hero/Matter-0.2-7B-DPO,"IFEval,BBH,GPQA,ARC,MMLU,Winogrande","MATH Lvl 5,MUSR,MMLU-PRO,HellaSwag,TruthfulQA,GSM8K",6,27.203214047081552
0,openai-community/gpt2,0-hero/Matter-0.2-7B-DPO,"IFEval,BBH,GPQA,ARC,MMLU,Winogrande","MATH Lvl 5,MUSR,MMLU-PRO,HellaSwag,TruthfulQA,GSM8K",6,41.296928327645055
0,0-hero/Matter-0.2-7B-DPO,openchat/openchat-3.5-0106,"IFEval,BBH,GPQA,ARC,MMLU,Winogrande","MATH Lvl 5,MUSR,MMLU-PRO,HellaSwag,TruthfulQA,GSM8K",6,26.637987207276694
0,0-hero/Matter-0.2-7B-DPO,openchat/openchat_3.5,"IFEval,BBH,GPQA,ARC,MMLU,Winogrande","MATH Lvl 5,MUSR,MMLU-PRO,HellaSwag,TruthfulQA,GSM8K",6,26.28326174550194
0,sarvamai/OpenHathi-7B-Hi-v0.1-Base,0-hero/Matter-0.2-7B-DPO,"IFEval,BBH,GPQA,ARC,MMLU,Winogrande","MATH Lvl 5,MUSR,MMLU-PRO,HellaSwag,TruthfulQA,GSM8K",6,21.514716411783766
0,0-hero/Matter-0.2-7B-DPO,stabilityai/StableBeluga2,"IFEval,BBH,GPQA,ARC,MMLU,Winogrande","MATH Lvl 5,MUSR,MMLU-PRO,HellaSwag,TruthfulQA,GSM8K",6,31.207736046982756
0,togethercomputer/Llama-2-7B-32K-Instruct,0-hero/Matter-0.2-7B-DPO,"IFEval,BBH,GPQA,ARC,MMLU,Winogrande","MATH Lvl 5,MUSR,MMLU-PRO,HellaSwag,TruthfulQA,GSM8K",6,16.791475057777028
0,togethercomputer/RedPajama-INCITE-7B-Base,0-hero/Matter-0.2-7B-DPO,"IFEval,BBH,GPQA,ARC,MMLU,Winogrande","MATH Lvl 5,MUSR,MMLU-PRO,HellaSwag,TruthfulQA,GSM8K",6,35.214380248077944
0,togethercomputer/RedPajama-INCITE-7B-Instruct,0-hero/Matter-0.2-7B-DPO,"IFEval,BBH,GPQA,ARC,MMLU,Winogrande","MATH Lvl 5,MUSR,MMLU-PRO,HellaSwag,TruthfulQA,GSM8K",6,25.27816024199494
0,0-hero/Matter-0.2-7B-DPO,vicgalle/CarbonBeagle-11B-truthy,"IFEval,BBH,GPQA,ARC,MMLU,Winogrande","MATH Lvl 5,MUSR,MMLU-PRO,HellaSwag,TruthfulQA,GSM8K",6,23.932850511577275
0,0-hero/Matter-0.2-7B-DPO,vicgalle/ConfigurableSOLAR-10.7B,"IFEval,BBH,GPQA,ARC,MMLU,Winogrande","MATH Lvl 5,MUSR,MMLU-PRO,HellaSwag,TruthfulQA,GSM8K",6,17.967659144403513
0,01-ai/Yi-1.5-6B,01-ai/Yi-1.5-34B,"IFEval,BBH,GPQA,ARC,MMLU,Winogrande","MATH Lvl 5,MUSR,MMLU-PRO,HellaSwag,TruthfulQA,GSM8K",6,20.72145815170175
0,01-ai/Yi-6B-200K,01-ai/Yi-1.5-34B,"IFEval,BBH,GPQA,ARC,MMLU,Winogrande","MATH Lvl 5,MUSR,MMLU-PRO,HellaSwag,TruthfulQA,GSM8K",6,22.601342584628476
0,01-ai/Yi-9B-200K,01-ai/Yi-1.5-34B,"IFEval,BBH,GPQA,ARC,MMLU,Winogrande","MATH Lvl 5,MUSR,MMLU-PRO,HellaSwag,TruthfulQA,GSM8K",6,16.256867591248984
0,CausalLM/14B,01-ai/Yi-1.5-34B,"IFEval,BBH,GPQA,ARC,MMLU,Winogrande","MATH Lvl 5,MUSR,MMLU-PRO,HellaSwag,TruthfulQA,GSM8K",6,17.96842001387786
0,Deci/DeciLM-7B,01-ai/Yi-1.5-34B,"IFEval,BBH,GPQA,ARC,MMLU,Winogrande","MATH Lvl 5,MUSR,MMLU-PRO,HellaSwag,TruthfulQA,GSM8K",6,21.49663289732913
0,LeroyDyer/Mixtral_AI_SwahiliTron_7b,01-ai/Yi-1.5-34B,"IFEval,BBH,GPQA,ARC,MMLU,Winogrande","MATH Lvl 5,MUSR,MMLU-PRO,HellaSwag,TruthfulQA,GSM8K",6,39.537679641163514
0,NousResearch/Nous-Hermes-llama-2-7b,01-ai/Yi-1.5-34B,"IFEval,BBH,GPQA,ARC,MMLU,Winogrande","MATH Lvl 5,MUSR,MMLU-PRO,HellaSwag,TruthfulQA,GSM8K",6,29.66048461940339
0,Qwen/Qwen1.5-1.8B-Chat,01-ai/Yi-1.5-34B,"IFEval,BBH,GPQA,ARC,MMLU,Winogrande","MATH Lvl 5,MUSR,MMLU-PRO,HellaSwag,TruthfulQA,GSM8K",6,36.84069981062607
0,TencentARC/Mistral_Pro_8B_v0.1,01-ai/Yi-1.5-34B,"IFEval,BBH,GPQA,ARC,MMLU,Winogrande","MATH Lvl 5,MUSR,MMLU-PRO,HellaSwag,TruthfulQA,GSM8K",6,19.855173929628485
0,gpt2,01-ai/Yi-1.5-34B,"IFEval,BBH,GPQA,ARC,MMLU,Winogrande","MATH Lvl 5,MUSR,MMLU-PRO,HellaSwag,TruthfulQA,GSM8K",6,52.162001468235275
0,ibm/merlinite-7b,01-ai/Yi-1.5-34B,"IFEval,BBH,GPQA,ARC,MMLU,Winogrande","MATH Lvl 5,MUSR,MMLU-PRO,HellaSwag,TruthfulQA,GSM8K",6,13.08966057605376
0,internlm/internlm2-7b,01-ai/Yi-1.5-34B,"IFEval,BBH,GPQA,ARC,MMLU,Winogrande","MATH Lvl 5,MUSR,MMLU-PRO,HellaSwag,TruthfulQA,GSM8K",6,12.752871685028467
0,jebcarter/psyonic-cetacean-20B,01-ai/Yi-1.5-34B,"IFEval,BBH,GPQA,ARC,MMLU,Winogrande","MATH Lvl 5,MUSR,MMLU-PRO,HellaSwag,TruthfulQA,GSM8K",6,18.331989595431793
0,lmsys/vicuna-7b-v1.5,01-ai/Yi-1.5-34B,"IFEval,BBH,GPQA,ARC,MMLU,Winogrande","MATH Lvl 5,MUSR,MMLU-PRO,HellaSwag,TruthfulQA,GSM8K",6,27.596853375552804
0,microsoft/Orca-2-7b,01-ai/Yi-1.5-34B,"IFEval,BBH,GPQA,ARC,MMLU,Winogrande","MATH Lvl 5,MUSR,MMLU-PRO,HellaSwag,TruthfulQA,GSM8K",6,21.624565853652037
0,microsoft/phi-2,01-ai/Yi-1.5-34B,"IFEval,BBH,GPQA,ARC,MMLU,Winogrande","MATH Lvl 5,MUSR,MMLU-PRO,HellaSwag,TruthfulQA,GSM8K",6,19.8833912913463
0,openai-community/gpt2,01-ai/Yi-1.5-34B,"IFEval,BBH,GPQA,ARC,MMLU,Winogrande","MATH Lvl 5,MUSR,MMLU-PRO,HellaSwag,TruthfulQA,GSM8K",6,52.162001468235275
0,spmurrayzzz/Mistral-Syndicate-7B,01-ai/Yi-1.5-34B,"IFEval,BBH,GPQA,ARC,MMLU,Winogrande","MATH Lvl 5,MUSR,MMLU-PRO,HellaSwag,TruthfulQA,GSM8K",6,22.243110717980574
0,stabilityai/stablelm-2-12b,01-ai/Yi-1.5-34B,"IFEval,BBH,GPQA,ARC,MMLU,Winogrande","MATH Lvl 5,MUSR,MMLU-PRO,HellaSwag,TruthfulQA,GSM8K",6,20.06356520635254
0,teknium/CollectiveCognition-v1.1-Mistral-7B,01-ai/Yi-1.5-34B,"IFEval,BBH,GPQA,ARC,MMLU,Winogrande","MATH Lvl 5,MUSR,MMLU-PRO,HellaSwag,TruthfulQA,GSM8K",6,19.273229071430602
0,teknium/OpenHermes-7B,01-ai/Yi-1.5-34B,"IFEval,BBH,GPQA,ARC,MMLU,Winogrande","MATH Lvl 5,MUSR,MMLU-PRO,HellaSwag,TruthfulQA,GSM8K",6,30.667967226322872
